C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\2795.txt,Lab2\datasets\dataset_random\2795.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\4837.txt,Lab2\datasets\dataset_random\4837.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\5764.txt,Lab2\datasets\dataset_random\5764.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\7296.txt,Lab2\datasets\dataset_random\7296.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\6448.txt,Lab2\datasets\dataset_random\6448.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\9155.txt,Lab2\datasets\dataset_random\9155.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\5522.txt,Lab2\datasets\dataset_random\5522.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\3023.txt,Lab2\datasets\dataset_random\3023.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\0157.txt,Lab2\datasets\dataset_random\0157.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\8533.txt,Lab2\datasets\dataset_random\8533.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\9540.txt,Lab2\datasets\dataset_random\9540.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\8372.txt,Lab2\datasets\dataset_random\8372.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\3739.txt,Lab2\datasets\dataset_random\3739.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\9610.txt,Lab2\datasets\dataset_random\9610.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\6921.txt,Lab2\datasets\dataset_random\6921.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\9675.txt,Lab2\datasets\dataset_random\9675.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\3089.txt,Lab2\datasets\dataset_random\3089.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\3863.txt,Lab2\datasets\dataset_random\3863.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\0138.txt,Lab2\datasets\dataset_random\0138.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\6945.txt,Lab2\datasets\dataset_random\6945.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\9272.txt,Lab2\datasets\dataset_random\9272.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\1350.txt,Lab2\datasets\dataset_random\1350.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\1288.txt,Lab2\datasets\dataset_random\1288.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\0281.txt,Lab2\datasets\dataset_random\0281.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\4844.txt,Lab2\datasets\dataset_random\4844.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\6164.txt,Lab2\datasets\dataset_random\6164.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\1248.txt,Lab2\datasets\dataset_random\1248.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\3221.txt,Lab2\datasets\dataset_random\3221.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\8162.txt,Lab2\datasets\dataset_random\8162.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\4470.txt,Lab2\datasets\dataset_random\4470.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\1403.txt,Lab2\datasets\dataset_random\1403.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\1365.txt,Lab2\datasets\dataset_random\1365.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\1342.txt,Lab2\datasets\dataset_random\1342.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\6596.txt,Lab2\datasets\dataset_random\6596.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\4179.txt,Lab2\datasets\dataset_random\4179.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\2230.txt,Lab2\datasets\dataset_random\2230.txt,1
C:\Users\79297\Desktop\Application_Programming\Lab2\datasets\dataset_random\0709.txt,Lab2\datasets\dataset_random\0709.txt,1
